order_id,product_id,quantity,price_per_unit
45,85,3,464.85
46,68,4,80.25
46,65,2,146.44
47,7,3,227.43
48,99,3,71.61
48,65,3,146.44
49,81,4,174.99
49,48,4,400.26
50,99,2,71.61
50,24,2,132.93
51,13,3,216.2
51,63,3,44.92
51,2,2,261.74
52,35,3,144.22
53,16,4,347.88
53,43,4,286.76
54,92,4,208.61
55,96,4,218.69
55,4,4,322.57
56,82,3,240.61
56,92,3,208.61
57,16,3,347.88
57,17,2,154.61
57,76,2,401.6
57,41,4,126.71
58,88,3,142.46
58,96,4,218.69
58,15,1,429.83
59,100,4,438.09
60,82,2,240.61
60,84,2,325.38
61,6,4,306.01
61,11,3,473.81
61,66,3,487.82
61,27,2,77.62
62,33,2,180.17
62,37,3,498.67
62,90,1,160.94
62,45,4,73.6
63,70,3,254.04
63,79,1,222.47
63,69,4,182.28
64,62,2,93.57
64,50,3,74.62
65,52,4,365.97
65,12,3,14.69
65,14,1,26.22
65,51,2,112.28
66,53,1,413.68
66,91,2,259.51
66,69,4,182.28
67,58,3,14.98
68,98,4,353.68
69,44,4,390.62
69,55,1,356.2
70,37,1,498.67
70,12,2,14.69
70,56,3,419.12
71,11,1,473.81
72,2,1,261.74
73,1,1,414.77
73,82,3,240.61
74,52,2,365.97
74,85,1,464.85
74,5,3,170.0
74,39,1,85.34
75,61,1,136.82
75,82,4,240.61
75,45,1,73.6
76,44,3,390.62
76,54,4,352.48
76,24,3,132.93
77,53,3,413.68
78,72,2,451.6
78,7,1,227.43
78,11,1,473.81
79,39,1,85.34
79,86,3,310.48
79,30,1,161.75
80,4,2,322.57
80,37,1,498.67
80,44,2,390.62
81,82,2,240.61
82,11,2,473.81
82,98,1,353.68
82,85,2,464.85
83,80,1,122.43
83,66,3,487.82
84,66,3,487.82
84,53,4,413.68
85,32,4,444.87
85,11,4,473.81
86,40,2,92.21
86,60,3,233.16
87,20,4,147.43
88,48,2,400.26
88,6,1,306.01
88,3,1,223.36
88,99,2,71.61
89,38,4,447.49
89,5,1,170.0
89,94,4,50.13
90,63,1,44.92
91,65,4,146.44
91,47,3,20.83
91,21,1,212.42
92,81,3,174.99
92,73,2,239.09
92,26,1,497.3
93,68,2,80.25
93,97,2,468.16
93,21,3,212.42
93,87,4,407.53
94,56,2,419.12
94,99,1,71.61
94,9,4,496.03
94,91,2,259.51
95,41,3,126.71
96,56,2,419.12
97,96,1,218.69
97,92,2,208.61
97,31,1,16.8
97,55,1,356.2
98,1,1,414.77
99,84,3,325.38
99,17,3,154.61
100,57,1,463.49
100,21,4,212.42
101,55,3,356.2
101,54,1,352.48
101,6,3,306.01
102,5,2,170.0
102,33,1,180.17
102,13,4,216.2
102,1,1,414.77
103,68,3,80.25
103,50,2,74.62
103,59,1,466.72
104,96,2,218.69
104,63,3,44.92
104,25,2,447.12
105,79,2,222.47
105,6,4,306.01
106,8,3,476.6
106,42,3,285.23
106,81,2,174.99
107,55,3,356.2
107,57,2,463.49
107,59,1,466.72
108,50,4,74.62
108,99,4,71.61
109,12,1,14.69
109,67,3,21.34
109,34,1,417.15
109,4,1,322.57
110,51,1,112.28
110,61,1,136.82
111,32,2,444.87
112,25,1,447.12
112,85,3,464.85
112,16,4,347.88
113,2,3,261.74
113,40,2,92.21
114,75,1,239.67
115,71,1,197.87
115,100,3,438.09
116,20,4,147.43
116,3,4,223.36
116,67,1,21.34
116,79,1,222.47
117,4,3,322.57
117,58,1,14.98
117,17,3,154.61
118,24,2,132.93
118,17,2,154.61
118,64,3,85.89
119,63,1,44.92
119,53,1,413.68
120,33,3,180.17
121,77,3,109.48
122,54,4,352.48
122,40,3,92.21
123,20,3,147.43
123,33,1,180.17
124,97,3,468.16
125,99,4,71.61
125,39,3,85.34
125,14,1,26.22
126,20,4,147.43
126,44,4,390.62
126,93,1,20.92
127,97,3,468.16
127,52,3,365.97
127,67,2,21.34
127,87,4,407.53
128,61,1,136.82
128,16,1,347.88
129,53,2,413.68
129,89,3,186.1
129,7,1,227.43
130,30,2,161.75
131,62,2,93.57
131,28,1,374.56
132,63,3,44.92
132,80,1,122.43
132,68,1,80.25
133,64,2,85.89
133,45,2,73.6
133,29,2,496.5
134,47,3,20.83
134,60,1,233.16
135,70,1,254.04
135,18,2,328.39
136,54,1,352.48
136,74,4,417.85
136,36,2,128.31
136,29,4,496.5
137,54,3,352.48
137,12,1,14.69
137,52,2,365.97
138,31,3,16.8
138,14,3,26.22
138,79,4,222.47
139,98,3,353.68
139,36,1,128.31
140,85,2,464.85
141,22,3,398.25
141,42,1,285.23
142,94,2,50.13
142,85,1,464.85
142,55,1,356.2
142,82,3,240.61
143,36,4,128.31
143,96,1,218.69
143,11,2,473.81
144,21,2,212.42
144,6,2,306.01
145,56,3,419.12
146,38,4,447.49
146,44,4,390.62
146,56,4,419.12
147,63,3,44.92
147,22,4,398.25
147,10,1,380.63
147,49,3,315.22
148,24,3,132.93
148,52,2,365.97
148,88,2,142.46
149,42,3,285.23
149,14,2,26.22
149,13,2,216.2
149,5,2,170.0
150,72,3,451.6
150,75,2,239.67
150,26,4,497.3
150,76,3,401.6
151,79,2,222.47
151,67,3,21.34
151,65,1,146.44
152,100,4,438.09
153,62,3,93.57
153,9,4,496.03
153,73,4,239.09
154,59,4,466.72
154,30,1,161.75
154,71,2,197.87
155,63,2,44.92
156,70,4,254.04
156,21,2,212.42
156,70,4,254.04
156,77,1,109.48
157,42,1,285.23
157,21,3,212.42
157,63,2,44.92
157,11,1,473.81
158,8,2,476.6
159,34,2,417.15
159,60,3,233.16
159,1,4,414.77
159,80,1,122.43
160,78,1,331.49
160,60,4,233.16
161,76,4,401.6
161,23,3,81.32
161,52,3,365.97
161,93,1,20.92
162,57,2,463.49
162,69,1,182.28
162,61,3,136.82
162,21,1,212.42
163,17,3,154.61
163,49,1,315.22
163,78,4,331.49
164,56,4,419.12
164,11,3,473.81
165,64,4,85.89
165,37,3,498.67
166,55,4,356.2
166,100,4,438.09
166,55,4,356.2
167,84,1,325.38
167,91,3,259.51
168,82,4,240.61
168,71,1,197.87
168,28,1,374.56
169,32,2,444.87
169,4,2,322.57
170,79,1,222.47
170,8,3,476.6
170,4,2,322.57
171,28,4,374.56
171,36,3,128.31
171,81,2,174.99
171,26,1,497.3
172,64,4,85.89
172,7,2,227.43
172,31,1,16.8
172,10,4,380.63
173,75,4,239.67
173,51,3,112.28
173,26,1,497.3
173,87,1,407.53
174,52,1,365.97
174,12,4,14.69
174,1,1,414.77
175,83,1,481.09
175,54,3,352.48
175,79,2,222.47
175,100,3,438.09
176,72,4,451.6
177,97,4,468.16
177,22,3,398.25
178,93,4,20.92
178,60,4,233.16
179,21,2,212.42
179,76,2,401.6
179,28,2,374.56
180,66,4,487.82
180,10,4,380.63
180,2,3,261.74
180,56,2,419.12
181,27,3,77.62
181,99,2,71.61
181,54,2,352.48
182,46,1,487.36
182,85,3,464.85
182,92,3,208.61
183,52,1,365.97
183,58,2,14.98
183,62,1,93.57
184,90,4,160.94
184,76,3,401.6
184,32,4,444.87
184,49,4,315.22
185,40,1,92.21
185,72,3,451.6
185,53,1,413.68
185,39,3,85.34
186,12,4,14.69
186,48,2,400.26
186,24,2,132.93
186,91,2,259.51
187,84,3,325.38
187,31,1,16.8
188,35,3,144.22
189,27,3,77.62
189,25,1,447.12
189,63,4,44.92
190,9,3,496.03
190,50,3,74.62
190,26,2,497.3
191,39,4,85.34
191,70,1,254.04
191,6,2,306.01
191,59,4,466.72
192,51,1,112.28
192,56,2,419.12
192,84,3,325.38
193,38,1,447.49
193,14,3,26.22
193,59,1,466.72
194,72,1,451.6
194,41,3,126.71
194,74,2,417.85
195,43,1,286.76
196,5,4,170.0
197,81,1,174.99
197,53,3,413.68
198,34,3,417.15
199,38,2,447.49
200,42,4,285.23
201,67,1,21.34
201,98,1,353.68
201,47,3,20.83
202,66,1,487.82
202,83,2,481.09
202,65,2,146.44
203,10,2,380.63
204,75,4,239.67
204,38,4,447.49
205,92,2,208.61
205,3,2,223.36
205,23,4,81.32
206,85,2,464.85
207,76,1,401.6
208,67,4,21.34
208,58,2,14.98
208,9,4,496.03
208,73,4,239.09
209,9,2,496.03
209,28,2,374.56
209,84,2,325.38
209,15,1,429.83
210,28,1,374.56
210,99,4,71.61
210,23,1,81.32
210,37,4,498.67
211,83,2,481.09
211,29,1,496.5
211,31,1,16.8
211,32,3,444.87
212,53,4,413.68
212,15,1,429.83
212,41,4,126.71
213,37,1,498.67
214,58,2,14.98
215,19,2,373.42
216,40,2,92.21
217,81,1,174.99
217,26,1,497.3
218,29,4,496.5
218,59,2,466.72
219,85,3,464.85
220,66,2,487.82
221,15,4,429.83
221,78,2,331.49
222,82,4,240.61
223,72,3,451.6
224,3,3,223.36
224,91,2,259.51
224,52,2,365.97
225,100,1,438.09
226,34,3,417.15
226,94,3,50.13
226,87,3,407.53
227,97,4,468.16
227,77,4,109.48
228,10,3,380.63
228,69,1,182.28
229,43,2,286.76
229,78,2,331.49
229,29,2,496.5
229,68,2,80.25
230,83,4,481.09
230,77,2,109.48
230,12,2,14.69
231,40,2,92.21
231,45,1,73.6
232,4,4,322.57
232,47,3,20.83
233,99,4,71.61
233,33,2,180.17
233,52,4,365.97
233,46,1,487.36
234,74,3,417.85
234,65,1,146.44
234,44,2,390.62
235,42,3,285.23
235,60,2,233.16
235,53,4,413.68
236,10,1,380.63
236,68,1,80.25
236,74,3,417.85
236,14,1,26.22
237,11,1,473.81
237,37,4,498.67
238,56,3,419.12
239,76,3,401.6
239,43,1,286.76
239,70,1,254.04
239,28,2,374.56
240,82,3,240.61
240,62,4,93.57
241,94,1,50.13
241,92,4,208.61
241,18,2,328.39
241,37,4,498.67
242,80,4,122.43
242,38,2,447.49
243,22,1,398.25
243,23,4,81.32
243,62,2,93.57
243,52,3,365.97
244,43,2,286.76
244,67,1,21.34
244,41,2,126.71
245,80,2,122.43
245,35,4,144.22
245,34,4,417.15
246,85,1,464.85
246,66,4,487.82
247,12,1,14.69
247,100,2,438.09
247,32,1,444.87
248,45,2,73.6
248,84,4,325.38
249,20,4,147.43
249,59,3,466.72
250,35,3,144.22
251,64,2,85.89
251,74,2,417.85
252,64,4,85.89
252,97,2,468.16
253,7,4,227.43
253,51,4,112.28
254,67,4,21.34
254,100,4,438.09
255,49,3,315.22
255,88,4,142.46
255,82,1,240.61
255,60,3,233.16
256,48,4,400.26
256,77,2,109.48
257,1,4,414.77
258,9,3,496.03
258,96,2,218.69
258,60,1,233.16
259,38,1,447.49
259,89,4,186.1
259,98,1,353.68
259,14,3,26.22
260,61,2,136.82
261,62,1,93.57
261,83,4,481.09
261,36,1,128.31
261,83,4,481.09
262,6,2,306.01
262,88,4,142.46
262,29,3,496.5
263,14,2,26.22
263,83,4,481.09
263,63,1,44.92
264,49,1,315.22
265,57,3,463.49
265,13,2,216.2
266,70,4,254.04
267,39,4,85.34
267,58,1,14.98
268,39,2,85.34
268,31,2,16.8
268,81,2,174.99
269,99,3,71.61
269,65,2,146.44
269,11,2,473.81
270,98,2,353.68
270,100,1,438.09
270,42,1,285.23
270,51,4,112.28
271,76,4,401.6
272,4,2,322.57
272,39,2,85.34
272,80,4,122.43
273,4,2,322.57
273,7,2,227.43
273,68,3,80.25
274,13,4,216.2
275,81,1,174.99
275,2,1,261.74
276,66,2,487.82
276,32,2,444.87
277,36,3,128.31
277,34,4,417.15
278,39,3,85.34
278,3,4,223.36
278,69,1,182.28
279,55,4,356.2
279,88,4,142.46
279,73,4,239.09
279,55,1,356.2
280,39,2,85.34
280,92,1,208.61
280,6,1,306.01
280,10,3,380.63
281,62,3,93.57
281,73,2,239.09
282,75,2,239.67
282,54,4,352.48
283,43,1,286.76
283,6,4,306.01
283,24,3,132.93
284,93,2,20.92
284,61,1,136.82
284,93,3,20.92
285,32,4,444.87
285,6,3,306.01
285,74,1,417.85
286,44,1,390.62
287,51,1,112.28
287,76,4,401.6
288,97,1,468.16
288,31,4,16.8
289,10,2,380.63
289,27,3,77.62
290,78,3,331.49
290,77,2,109.48
290,36,3,128.31
291,74,2,417.85
291,5,3,170.0
291,64,4,85.89
292,81,2,174.99
292,7,2,227.43
292,40,3,92.21
293,7,1,227.43
294,72,1,451.6
295,16,2,347.88
295,92,3,208.61
295,58,2,14.98
296,15,4,429.83
297,78,2,331.49
297,7,4,227.43
297,24,1,132.93
298,23,2,81.32
298,23,3,81.32
299,32,1,444.87
299,92,2,208.61
300,92,1,208.61
300,91,1,259.51
301,72,2,451.6
301,78,2,331.49
301,48,1,400.26
301,97,4,468.16
302,93,1,20.92
302,1,1,414.77
303,17,4,154.61
303,14,1,26.22
304,54,3,352.48
304,88,1,142.46
304,90,3,160.94
305,98,3,353.68
305,57,4,463.49
305,71,4,197.87
306,5,3,170.0
306,18,3,328.39
307,89,2,186.1
307,69,2,182.28
307,7,1,227.43
308,68,1,80.25
309,56,3,419.12
309,83,2,481.09
309,57,1,463.49
310,3,1,223.36
310,28,3,374.56
310,70,3,254.04
310,78,1,331.49
311,80,1,122.43
311,39,1,85.34
311,55,3,356.2
312,36,3,128.31
312,15,4,429.83
313,68,1,80.25
314,82,1,240.61
314,70,1,254.04
315,50,1,74.62
315,55,4,356.2
316,36,3,128.31
316,4,4,322.57
317,12,3,14.69
317,65,3,146.44
317,13,1,216.2
317,40,4,92.21
318,45,3,73.6
318,33,1,180.17
318,21,1,212.42
318,54,2,352.48
319,47,2,20.83
319,22,2,398.25
320,85,4,464.85
320,53,2,413.68
321,74,2,417.85
321,58,4,14.98
321,24,4,132.93
322,33,2,180.17
323,13,3,216.2
324,94,3,50.13
324,51,1,112.28
324,39,3,85.34
324,95,4,196.95
325,82,3,240.61
325,14,2,26.22
325,52,2,365.97
325,29,3,496.5
326,31,2,16.8
326,69,2,182.28
327,82,1,240.61
327,99,4,71.61
328,79,2,222.47
328,97,3,468.16
328,100,1,438.09
328,76,2,401.6
329,99,1,71.61
329,25,4,447.12
329,47,3,20.83
330,92,1,208.61
331,52,3,365.97
332,75,4,239.67
333,64,2,85.89
333,73,4,239.09
333,51,4,112.28
334,44,4,390.62
334,74,1,417.85
335,14,2,26.22
335,46,1,487.36
335,78,2,331.49
336,48,3,400.26
336,21,2,212.42
337,55,2,356.2
337,94,1,50.13
337,26,4,497.3
338,100,1,438.09
338,80,3,122.43
338,99,3,71.61
339,26,2,497.3
340,81,4,174.99
341,62,4,93.57
342,16,3,347.88
342,28,2,374.56
342,59,3,466.72
342,43,1,286.76
343,60,2,233.16
343,89,4,186.1
343,58,1,14.98
343,26,2,497.3
344,95,1,196.95
345,69,2,182.28
345,77,4,109.48
346,59,3,466.72
346,56,3,419.12
346,59,1,466.72
346,60,1,233.16
347,100,2,438.09
347,23,4,81.32
348,14,3,26.22
349,72,1,451.6
350,93,3,20.92
350,99,1,71.61
350,25,1,447.12
350,50,1,74.62
351,11,3,473.81
351,48,1,400.26
352,48,3,400.26
352,57,1,463.49
352,92,1,208.61
352,11,1,473.81
353,69,4,182.28
353,47,3,20.83
353,64,1,85.89
353,98,1,353.68
354,85,3,464.85
354,60,3,233.16
355,20,3,147.43
355,10,4,380.63
355,54,2,352.48
356,44,2,390.62
356,74,4,417.85
356,98,3,353.68
357,53,1,413.68
357,20,3,147.43
358,89,2,186.1
359,46,3,487.36
360,44,2,390.62
360,75,1,239.67
360,93,1,20.92
360,81,4,174.99
361,58,3,14.98
361,43,2,286.76
361,9,1,496.03
361,98,4,353.68
362,38,3,447.49
362,71,1,197.87
362,53,1,413.68
363,25,2,447.12
363,29,4,496.5
364,42,2,285.23
364,54,3,352.48
364,65,1,146.44
364,98,4,353.68
365,91,4,259.51
365,79,4,222.47
366,89,1,186.1
366,31,2,16.8
366,12,2,14.69
366,25,3,447.12
367,22,4,398.25
367,64,2,85.89
367,41,2,126.71
367,92,2,208.61
368,44,2,390.62
369,78,2,331.49
369,35,1,144.22
369,83,4,481.09
370,10,2,380.63
370,20,4,147.43
371,36,2,128.31
372,63,1,44.92
373,61,2,136.82
373,77,4,109.48
373,60,1,233.16
374,89,1,186.1
374,42,2,285.23
375,60,2,233.16
375,50,3,74.62
376,42,1,285.23
376,69,2,182.28
377,37,1,498.67
377,84,3,325.38
377,16,2,347.88
377,38,1,447.49
378,24,2,132.93
379,67,3,21.34
380,92,1,208.61
380,95,3,196.95
381,20,4,147.43
381,7,1,227.43
381,89,4,186.1
381,89,1,186.1
382,85,1,464.85
382,37,2,498.67
382,41,2,126.71
383,80,3,122.43
383,69,1,182.28
384,16,3,347.88
384,99,2,71.61
384,4,3,322.57
385,5,4,170.0
385,29,2,496.5
386,32,4,444.87
386,86,1,310.48
387,77,2,109.48
388,67,2,21.34
388,82,4,240.61
388,25,4,447.12
388,74,4,417.85
389,66,1,487.82
389,7,3,227.43
390,69,1,182.28
391,89,2,186.1
392,95,2,196.95
392,12,2,14.69
392,78,3,331.49
392,34,3,417.15
393,18,1,328.39
393,70,4,254.04
393,82,2,240.61
393,68,2,80.25
394,39,2,85.34
394,18,1,328.39
395,69,2,182.28
395,31,1,16.8
395,25,1,447.12
395,81,1,174.99
396,23,1,81.32
396,21,4,212.42
397,87,2,407.53
397,14,4,26.22
397,56,4,419.12
398,43,4,286.76
398,52,2,365.97
399,89,2,186.1
399,62,1,93.57
399,37,3,498.67
400,21,1,212.42
400,66,4,487.82
401,27,1,77.62
401,96,3,218.69
402,40,2,92.21
402,30,2,161.75
402,84,1,325.38
402,27,3,77.62
403,33,3,180.17
403,93,4,20.92
403,25,2,447.12
403,10,2,380.63
404,91,1,259.51
405,33,3,180.17
405,28,3,374.56
405,96,4,218.69
406,84,1,325.38
406,7,4,227.43
406,14,4,26.22
406,14,3,26.22
407,66,1,487.82
407,26,2,497.3
407,61,3,136.82
408,22,3,398.25
409,64,4,85.89
409,6,1,306.01
410,59,1,466.72
410,5,1,170.0
411,75,2,239.67
411,90,1,160.94
411,21,2,212.42
411,28,2,374.56
412,79,1,222.47
412,68,4,80.25
412,18,4,328.39
412,6,3,306.01
413,80,3,122.43
414,42,4,285.23
414,25,3,447.12
414,46,3,487.36
414,17,4,154.61
415,24,2,132.93
415,21,3,212.42
415,11,2,473.81
415,17,4,154.61
416,50,3,74.62
416,5,2,170.0
416,82,3,240.61
417,2,3,261.74
418,86,3,310.48
418,7,3,227.43
418,32,3,444.87
418,5,2,170.0
419,28,2,374.56
420,76,3,401.6
420,59,1,466.72
421,77,4,109.48
421,76,2,401.6
421,52,2,365.97
422,74,4,417.85
423,45,1,73.6
423,87,2,407.53
423,79,2,222.47
423,39,1,85.34
424,51,2,112.28
425,97,1,468.16
426,98,4,353.68
426,80,4,122.43
427,18,2,328.39
427,75,1,239.67
428,62,2,93.57
428,97,2,468.16
429,95,1,196.95
429,60,2,233.16
430,20,1,147.43
431,51,4,112.28
431,98,1,353.68
431,29,3,496.5
431,78,2,331.49
432,59,4,466.72
433,52,2,365.97
433,71,2,197.87
433,32,1,444.87
433,10,4,380.63
434,64,3,85.89
435,57,4,463.49
435,20,3,147.43
435,18,3,328.39
436,93,4,20.92
436,82,3,240.61
437,84,4,325.38
437,10,4,380.63
437,17,3,154.61
437,60,2,233.16
438,18,1,328.39
438,16,2,347.88
438,47,1,20.83
439,12,3,14.69
439,59,1,466.72
439,48,1,400.26
439,77,3,109.48
440,88,3,142.46
441,86,2,310.48
441,84,4,325.38
442,86,3,310.48
442,55,4,356.2
442,56,1,419.12
443,68,4,80.25
443,25,4,447.12
443,35,4,144.22
444,41,3,126.71
445,97,2,468.16
445,32,1,444.87
445,16,2,347.88
446,79,1,222.47
447,46,4,487.36
448,13,1,216.2
448,18,1,328.39
448,35,1,144.22
448,81,3,174.99
449,90,1,160.94
449,36,2,128.31
449,89,2,186.1
449,4,4,322.57
450,47,1,20.83
451,22,2,398.25
452,32,3,444.87
452,6,2,306.01
452,37,4,498.67
453,88,1,142.46
453,81,1,174.99
453,85,2,464.85
454,63,4,44.92
454,37,4,498.67
454,47,1,20.83
454,12,3,14.69
455,6,4,306.01
455,11,1,473.81
455,46,4,487.36
455,95,4,196.95
456,13,2,216.2
457,12,4,14.69
457,85,2,464.85
457,77,2,109.48
458,13,1,216.2
459,26,3,497.3
460,61,1,136.82
460,70,3,254.04
460,69,1,182.28
461,62,1,93.57
462,48,3,400.26
462,40,4,92.21
462,65,2,146.44
462,88,3,142.46
463,65,2,146.44
463,9,4,496.03
463,33,4,180.17
464,62,3,93.57
464,95,4,196.95
465,86,3,310.48
465,25,1,447.12
465,76,1,401.6
466,30,1,161.75
466,39,4,85.34
467,1,2,414.77
467,51,2,112.28
467,99,4,71.61
468,18,4,328.39
469,92,2,208.61
469,77,2,109.48
469,76,3,401.6
469,59,3,466.72
470,11,2,473.81
470,97,4,468.16
470,93,3,20.92
470,90,3,160.94
471,93,2,20.92
471,23,1,81.32
471,30,4,161.75
472,97,1,468.16
473,57,1,463.49
473,9,2,496.03
474,68,4,80.25
475,85,2,464.85
475,12,3,14.69
476,24,1,132.93
476,13,2,216.2
477,68,1,80.25
478,85,2,464.85
478,69,2,182.28
479,61,2,136.82
480,92,1,208.61
481,57,2,463.49
482,6,4,306.01
482,88,1,142.46
482,75,2,239.67
482,57,4,463.49
483,20,2,147.43
483,42,2,285.23
484,14,2,26.22
484,36,1,128.31
485,65,3,146.44
485,81,3,174.99
485,18,4,328.39
486,16,2,347.88
486,8,1,476.6
486,58,2,14.98
486,1,4,414.77
487,80,1,122.43
487,72,2,451.6
487,34,3,417.15
487,24,2,132.93
488,33,1,180.17
488,91,4,259.51
488,41,1,126.71
489,46,1,487.36
489,89,3,186.1
489,44,3,390.62
490,92,1,208.61
490,25,3,447.12
490,53,3,413.68
490,35,1,144.22
491,88,2,142.46
491,26,1,497.3
491,32,1,444.87
491,10,1,380.63
492,8,3,476.6
492,74,4,417.85
493,18,4,328.39
493,91,3,259.51
493,65,4,146.44
493,55,2,356.2
494,25,1,447.12
494,42,2,285.23
494,38,4,447.49
494,51,3,112.28
495,56,2,419.12
495,16,2,347.88
495,56,4,419.12
496,55,1,356.2
496,98,3,353.68
497,69,2,182.28
498,80,4,122.43
498,57,2,463.49
498,27,2,77.62
499,55,4,356.2
499,88,1,142.46
499,5,1,170.0
499,30,4,161.75
500,59,1,466.72
500,93,2,20.92
500,55,2,356.2
500,74,2,417.85
501,25,3,447.12
501,41,3,126.71
501,40,1,92.21
501,14,1,26.22
502,40,2,92.21
502,97,2,468.16
502,25,3,447.12
503,100,4,438.09
503,24,1,132.93
504,75,3,239.67
504,86,4,310.48
505,75,4,239.67
505,57,3,463.49
505,10,4,380.63
506,7,3,227.43
506,48,3,400.26
506,13,3,216.2
506,75,4,239.67
507,17,1,154.61
508,27,3,77.62
509,79,3,222.47
509,100,4,438.09
509,84,2,325.38
510,53,4,413.68
510,34,3,417.15
510,79,4,222.47
511,40,4,92.21
511,9,2,496.03
511,44,2,390.62
512,65,4,146.44
512,19,3,373.42
513,33,3,180.17
513,55,2,356.2
513,44,2,390.62
514,5,2,170.0
514,9,4,496.03
514,5,2,170.0
515,92,1,208.61
515,52,4,365.97
516,92,4,208.61
516,93,4,20.92
516,58,2,14.98
517,89,2,186.1
517,4,3,322.57
518,56,2,419.12
518,53,4,413.68
518,78,4,331.49
518,98,4,353.68
519,51,2,112.28
519,63,3,44.92
519,79,1,222.47
520,95,1,196.95
521,26,2,497.3
521,23,3,81.32
521,26,2,497.3
522,60,2,233.16
523,33,4,180.17
523,88,2,142.46
524,61,1,136.82
525,14,3,26.22
526,2,2,261.74
526,94,3,50.13
526,98,1,353.68
527,73,4,239.09
527,71,4,197.87
527,38,2,447.49
528,52,4,365.97
528,38,1,447.49
529,28,4,374.56
529,59,3,466.72
529,77,4,109.48
530,40,3,92.21
530,27,4,77.62
530,27,3,77.62
530,95,2,196.95
531,96,2,218.69
531,20,2,147.43
531,69,1,182.28
532,88,1,142.46
532,83,2,481.09
533,29,4,496.5
533,29,1,496.5
533,51,3,112.28
534,12,3,14.69
534,94,4,50.13
535,73,2,239.09
535,49,1,315.22
535,20,4,147.43
535,7,2,227.43
536,58,3,14.98
536,5,1,170.0
537,56,2,419.12
537,100,3,438.09
537,69,1,182.28
537,1,3,414.77
538,21,2,212.42
538,17,1,154.61
538,43,2,286.76
538,12,1,14.69
539,39,4,85.34
539,88,4,142.46
539,59,2,466.72
540,43,3,286.76
541,45,2,73.6
541,4,3,322.57
541,2,1,261.74
541,4,4,322.57
542,4,3,322.57
543,51,2,112.28
543,88,4,142.46
543,100,4,438.09
543,92,3,208.61
544,7,1,227.43
544,95,2,196.95
544,54,2,352.48
544,34,1,417.15
545,74,4,417.85
545,60,1,233.16
545,32,1,444.87
546,39,3,85.34
546,43,1,286.76
546,97,2,468.16
546,74,4,417.85
547,95,2,196.95
547,79,4,222.47
548,98,3,353.68
548,77,2,109.48
548,77,4,109.48
548,57,3,463.49
549,10,4,380.63
549,66,4,487.82
550,52,2,365.97
550,24,1,132.93
551,68,1,80.25
551,8,1,476.6
551,71,2,197.87
552,100,2,438.09
553,31,1,16.8
553,1,2,414.77
553,18,2,328.39
553,99,4,71.61
554,86,4,310.48
555,5,2,170.0
555,37,3,498.67
556,23,4,81.32
556,78,1,331.49
557,5,2,170.0
558,66,2,487.82
558,12,1,14.69
559,30,1,161.75
560,83,1,481.09
560,12,3,14.69
560,71,4,197.87
561,53,3,413.68
561,97,3,468.16
561,93,2,20.92
561,79,3,222.47
562,73,2,239.09
562,89,1,186.1
562,29,3,496.5
563,80,1,122.43
563,21,2,212.42
564,43,4,286.76
564,35,1,144.22
564,1,1,414.77
